                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.1783,                 3.5604,                 4.2883,                0.00339,                0.76699,                0.02953,                0.00829,                 3.3683,                   3.73,                 4.1585,                 0.0001,                 0.0001,                 0.0001
